Country,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: energy depletion (current US$),Adjusted savings: mineral depletion (current US$),Agricultural land (% of land area),Agricultural land (sq. km),Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),"Birth rate, crude (per 1,000 people)",Capture fisheries production (metric tons),Crop production index (2004-2006 = 100),DEC alternative conversion factor (LCU per US$),"Death rate, crude (per 1,000 people)",Export unit value index (2000 = 100),Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),Food production index (2004-2006 = 100),"Foreign direct investment, net inflows (BoP, current US$)",Forest area (% of land area),Forest area (sq. km),Forest rents (% of GDP),GDP (constant 2010 US$),GDP (constant LCU),GDP (current LCU),GDP (current US$),GDP deflator (base year varies by country),GDP deflator: linked series (base year varies by country),GDP growth (annual %),GDP per capita (constant 2010 US$),GDP per capita (constant LCU),GDP per capita (current LCU),GDP per capita (current US$),GDP per capita growth (annual %),GDP: linked series (current LCU),Import unit value index (2000 = 100),Import value index (2000 = 100),Import volume index (2000 = 100),"Incidence of tuberculosis (per 100,000 people)",Individuals using the Internet (% of population),"Inflation, GDP deflator (annual %)","Inflation, GDP deflator: linked series (annual %)",International migrant stock (% of population),"International migrant stock, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2004-2006 = 100),Lower secondary school starting age (years),Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Mineral rents (% of GDP),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Net barter terms of trade index (2000 = 100),People practicing open defecation (% of population),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),Population density (people per sq. km of land area),Population growth (annual %),"Population, total","Preprimary education, duration (years)","Primary education, duration (years)",Primary school starting age (years),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural population,Rural population (% of total population),Rural population growth (annual %),"Secondary education, duration (years)",Secure Internet servers,Secure Internet servers (per 1 million people),Surface area (sq. km),Total fisheries production (metric tons),Total natural resources rents (% of GDP),"Tuberculosis case detection rate (%, all forms)",Urban population,Urban population (% of total population),Urban population growth (annual %),Happiness Score
Croatia,100,100,100,506128023.7,174021320.7,7454.85475,27.47676868,15375.99976,15.08398813,0.200803876,844099.9756,8.9,72702,117.61,6.8583,12.9,133.8516704,291.6484513,217.8892878,1.4,986215,23.29894535,1476506,34.88187931,114.88,158968737.6,34.3459614,19220,0.242855656,59319851279,339696000000,339696000000,49530656285,100,100,2.437139302,14111.66496,80810.68055,80810.68055,11782.90255,3.284810941,339696000000,133.5962202,260.833182,195.2399414,13,69.8031,0.081909129,0.081909129,13.60471399,576883,55960,80.4,74.3,77.27560976,94.99,11,12925000000,12924854181,0.540603824,3.884808246,71.15217065,1.361147349,23.18044909,0.557851091,0.226451236,0.414201168,28.30722553,20571000000,20570660374,1.234057752,1.551729357,80.15609266,3.21927715,12.62489133,0.626066075,0.774430544,0.320090949,18.60984959,0.000276984,4415660,104.3182481,100.1912106,,99.58684009,96.48719979,75.11801287,-0.824099164,4203604,4,4,7,66.82683752,33.12746664,1843070,43.845,-1.351865329,8,2672,635.6450322,56590,88273.5,0.694669645,87,2360534,56.155,-0.410081982,5.759
Cyprus,100,100,100,181089184.2,0,3982475.027,13.79978378,1275.100021,10.73701289,0.0854533,99209.99908,11.011,1495,68.3,0.9013,6.838,138.1236177,346.491686,250.8562198,1.354,260640,30.91448227,323707,38.39485233,80.83,8106710246,18.69047586,1726.999969,0.000985082,23648089620,17837754000,17826948000,19779150116,99.93942062,99.93942062,3.374687062,27874.15831,21044.98952,20935.20546,23217.48415,2.544489347,17826948000,124.6485944,182.5922186,146.4855818,6.2,71.7159,-0.939471726,-0.939471726,16.83403415,196167,9240,82.539,78.165,80.35,89.8,12,3295000000,3295278077,15.93172099,9.782370303,58.55152564,10.35140932,2.19738809,0.512457359,1.188366538,5.479726347,25.51675338,7023000000,7023269555,3.68807089,1.364545206,76.3292548,8.766329986,6.054968269,0.50837838,1.03100857,3.048196817,19.98267431,0.042257398,1111123,131.7901791,110.8104094,0,99.61306765,99.25604513,125.6477273,0.752185523,1160985,3,6,6,8.780057357,9.942066016,383752,33.054,1.009634727,6,2760,2377.291696,9250,6953.56,0.043242481,87,777233,66.946,0.625316227,5.689
Czech Republic,100,100,100,2952465560,93824938.47,0,45.25320554,34940,32.28856366,0.236391623,2493000,10.5,3841,107.02,24.59875,10.5,173.9054789,542.6481631,312.0362662,1.57,2946626,27.79469536,1906594,17.98436565,98,1699914617,34.54215775,26670,0.160425421,225493000000,4595780000000,4595780000000,186830000000,100,100,5.309238518,21381.70308,435782.03,435782.03,17715.61685,5.102415766,4595780000000,138.4488278,442.1189684,319.3374587,5.5,75.6688387,1.165898541,1.165898541,3.84222568,405093,77210,81.6,75.7,78.57804878,86.85,11,157877000000,157877000000,0.081154133,1.759125742,89.42315433,1.618466488,6.437855303,0.751934635,0.432153183,0.519851576,10.49569153,141364000000,141364000000,0.680881328,0.185162418,82.57922779,9.459548442,6.350561918,0.236285735,0.451068293,0.147860848,16.73989088,0,12454575.01,117.4805076,125.6099323,0,99.88009269,99.13537863,136.589289,0.196588748,10546059,3,5,6,11.40457054,14.82856195,2797131,26.523,-0.153432423,8,21607,2048.822219,78870,24041,0.305172296,87,7748928,73.477,0.323237456,6.505
Denmark,100,100,100,989969502.8,1364367429,0,62.18147178,26110,56.0371517,0.414006693,2353000,10.2,869050,115.63,6.727906831,9.2,152.020053,186.5647798,122.7237961,1.71,2404962,42.27616351,1696995,29.83100694,107.03,1850770715,14.57966211,6122.000122,0.022354714,343294000000,2036360000000,2036360000000,302673000000,100,100,2.34259043,60402.12925,358293.7095,358293.7095,53254.856,1.622165585,2036360000000,125.3333333,188.4116865,150.3284733,6.5,96.3305,0.433060777,0.433060777,10.09899135,572520,41990,82.7,78.8,80.70243902,100.3,13,95457000000,95457341426,0.61194799,2.667617762,86.76575609,5.415175868,2.656707964,1.821243728,0.590789104,0.993905841,12.62229592,85623000000,85622730733,0.033750494,0.539094513,84.57429477,8.714045959,3.442713077,0.915052949,1.535438967,0.715844499,15.39195474,0,7079249,124.4441651,121.2925955,0,99.99999678,99.59722761,135.3532508,0.70642385,5683483,3,7,6,65.50592462,33.17027717,708958,12.474,-0.219236536,6,34129,6004.944503,42920,904916.7,0.530423932,87,4974525,87.526,0.839047238,7.527
Djibouti,57.5490799,22.0228982,67.91228485,24015389.72,0,0,73.4253667,17020,0.086281277,0.002188201,2000,22.921,2012,127.41,177.72,7.842,155.2951023,422.7244114,272.2071753,2.912,24165,2.643893334,22902,2.505708468,132.78,123998424.5,0.241587571,55.99999905,0.947341046,,418521000000,434612000000,2445484583,103.8446974,103.8446974,7.675070086,,457903.58,475508.5872,2675.605374,5.872971441,434612000000,156.6651813,421.5598276,269.0832922,367,11.92243143,2.479902093,2.479902093,12.65412041,112351,23180,66.086,62.399,64.136,133.75,11,134000000,329535316,0.005199746,33.68208129,19.12969352,0.119201791,0.014965619,9.863191112,0.339466499,63.77296781,74.10979283,871000000,1331733268,0.636380438,38.71082787,62.89719069,11.27598293,4.114832175,0.750971402,4.718725101,8.658672932,29.51918454,0,314350,34.3930424,99.12547322,17.60551579,75.57727296,61.09122736,39.43024159,1.6878089,913993,2,5,6,0,15.38059522,206407,22.583,1.232817203,7,10,10.94100283,23200,2012,0.947341046,80,707586,77.417,1.820923613,4.369
Dominican Republic,98.560364,93.91660911,99.827251,675486841.6,0,616044993.6,48.68557235,23520,16.55971848,0.077808296,800000,20.32,11893,163.97,45.04549907,6.081,432.7034161,164.5773052,38.03466742,2.405,686107,6.673102061,1304968,12.69216704,145.22,2227300000,41.04740219,19830,0.048128067,68495179700,2093490000000,3205660000000,71164826721,153.1250238,153.1250238,6.927018774,6661.866514,203613.4896,311783.2043,6921.517371,5.715425772,3205660000000,395.6121679,178.3574217,45.08390695,55,54.21576634,2.471885977,2.471885977,3.947079853,415564,48310,76.525,70.189,73.241,114.29,12,9442000000,8928215635,6.092052681,0.169332514,69.62905177,1.615316329,0.072440275,16.13699964,6.391510032,0.03789531,8.141895903,16907000000,18498352822,1.277685307,0.183180483,64.4365638,14.82085398,1.466688703,16.74115453,1.072928568,0.10987574,17.54459636,1.220267184,8797247,85.56234973,109.3756591,3.078559635,96.11691571,83.18475915,212.8271579,1.13957128,10281680,3,6,6,11.63244298,16.48010921,2203775,21.434,-2.95569299,6,477,46.39319644,48670,14078,1.268395251,80,8077905,78.566,2.286567096,4.885
Ecuador,98.825883,97.0184028,99.869408,1330583099,2187505905,137770890.9,23.30649018,57883.99902,4.297793624,0.065840039,1067400.024,20.432,643281,122.67,1,5.096,213.9656081,372.0719375,173.8933377,2.499,1487592,9.175858406,2512657,15.49872872,121.92,1322716337,50.52295008,125478.7988,0.330802007,86418807383,70174677000,99290381000,99290381000,141.4903285,141.4903285,0.098872608,5330.539154,4328.558502,6124.491643,6124.491643,-1.507585123,99290381000,134.6259059,578.2659906,429.5354499,39,48.94043379,-2.491020758,-2.491020758,2.400299101,387513,248360,79.021,73.378,76.143,121.82,12,18331000000,18365780829,0.411105777,1.236241356,69.34346834,8.750464557,5.918869909,14.15169832,0.766041304,0.141394571,16.09372757,21518000000,21373973591,0.333297558,1.120202994,59.17225626,17.15168508,1.072847938,20.07332396,2.132142496,0.042942862,20.42112223,0.180849813,12943791,79.84070461,158.9334584,3.107540987,93.05377968,86.09979746,65.27629248,1.617888472,16212020,3,6,6,52.80294232,13.81668594,5933924,36.602,1.244294093,6,1319,81.35938643,256370,1069691,4.891877179,80,10278096,63.398,1.834215513,5.975
El Salvador,95.4,89.41914266,98,189800387.1,0,0,75.53088803,15650,34.65250965,0.113515561,718000,18.734,50441,98.63,1,6.959,130.6526675,187.3185991,143.3714311,2.101,353001,5.580934065,944266,14.92881404,110.49,494541718.1,12.78957529,2650,0.83181323,20966519945,23135000000,23438000000,23438000000,101.3097039,101.3097039,2.398973133,3314.799828,3657.635803,3705.540002,3705.540002,1.913360583,23438000000,58.97850729,208.0733778,352.7952594,48,26.80260496,1.309703912,1.309703912,0.686271613,42045,20720,76.949,67.571,72.412,110.29,13,5509000000,5484745706,0.015598481,0.072666213,55.35922615,1.101829205,0.016069496,43.2625412,0.065708662,0.115221495,1.362634168,10293000000,10408933705,1.121873962,0.25367658,55.88743365,9.309127875,0.222734102,32.24799247,1.137877974,0.060934388,10.74269992,0,9334132,147.5723164,221.5258973,1.890136061,96.0303446,87.01041669,305.2666023,0.475363828,6325124,3,6,7,57.8226749,24.40076999,1916513,30.3,-2.214214278,6,286,45.21650485,21040,57183.71,0.83181323,80,4408611,69.7,1.667521645,6.13
Estonia,100,100,100,609641492,49488710.47,0,22.84334023,9930,15.52795031,0.513149162,675000,10.6,73612,225.42,0.901658962,11.6,154.9912601,334.9931702,216.1368132,1.58,384129,29.20411305,387607,29.46853439,157.47,-714370930.3,51.34575569,22320,0.838326767,23181459034,20782215000,20782215000,23048864243,100,100,1.84488518,17623.03153,15799.07588,15799.07588,17522.23019,1.778145159,20782215000,136.9439868,287.5127789,209.9491811,18,88.4097035,1.118745874,1.118745874,15.41630922,202348,43470,82.2,73.2,77.5902439,125.75,13,12829000000,12829239097,0.709895983,1.323251962,85.66859268,1.550589022,9.335602875,0.719633731,0.606905986,0.674892052,13.62151134,14525000000,14525145468,0.395891367,0.137793284,85.5525494,5.249241212,8.056261038,0.298605195,0.294352364,0.103759243,14.05155923,0,1903545,144.7205063,113.1785803,0,99.7105368,99.13277561,30.26011042,0.06555253,1315407,4,6,7,14.4187386,27.47683347,415458,31.584,-0.398762924,6,4105,3120.707127,45340,74410.7,1.122301151,87,899949,68.416,0.280631504,5.429
Ethiopia,29,15.4969467,85,382040787.9,0,205999045.4,36.259,362590,15.119,0.149937337,15119000,33.635,45519,195.79,20.0956,7.017,204.5877221,627.957397,306.937968,4.565,478000,0.474039598,890642,0.883262711,168.7,2626520130,12.499,124990,11.69208773,48667131303,1432920000000,1297960000000,64589334979,90.58138615,90.58138615,10.39246302,482.6390663,14210.50635,12872.07363,640.5418913,7.391451495,1297960000000,148.4627714,1341.896735,903.8607604,192,13.85517556,10.83654278,10.83654278,1.079526012,1072949,1000000,66.926,63.207,65.048,122.95,13,3050000000,4534724925,0.461281717,39.03722533,52.69430915,9.707259873,1.362640028,0.120142436,3.098735631,28.0502875,18.79412163,16914000000,20320333239,11.49225494,20.68460289,37.15120081,34.08390013,6.127942049,0.390044671,6.868796238,1.427217421,49.92932683,0.416497157,42311629,41.96106195,137.8040569,28.82607651,38.98173339,6.86379406,100.835458,2.756127788,100835458,3,6,7,99.96167481,92.16346114,81245145,80.572,2.223862174,6,33,0.327265831,1104300,45609.5,12.10858488,70,19590313,19.428,4.994291304,4.512
Finland,100,100,100,1395033501,0,271014659.3,7.480503775,22733.99902,7.37817133,0.409213863,2242300.049,10.1,182853,93.84,0.901658962,9.6,142.8678698,130.0700876,91.04222512,1.65,1729897,31.56100156,537200,9.800913025,98.22,16843228522,73.10716989,222180,0.343948693,250169000000,211516000000,211516000000,234585000000,100,100,0.560595415,45655.22325,38601.11385,38601.11385,42811.21299,0.22990993,211516000000,128.2462494,175.8838624,137.145424,5.6,86.42213333,1.662595978,1.662595978,5.739683257,315881,303910,84.4,78.7,81.4804878,100.59,13,59817000000,59817526848,0.442447109,2.955776048,78.65325469,6.462273149,8.670535013,2.046271592,1.120775038,1.133196711,20.9042982,60430000000,60429993825,0.000328249,0.256643126,80.55108616,4.273302436,12.31027233,1.339824898,0.491003797,0.844683929,19.44858559,0.210747223,7396200,134.9395252,111.401207,0,100.0000011,99.4478672,18.03011089,0.329383886,5479531,4,6,7,44.49903057,43.23526259,809601,14.775,-0.008398846,6,18604,3395.181084,338446.0156,197730,0.554695916,87,4669930,85.225,0.388059711,7.406
France,100,100,100,9005230433,100363696.3,27336.83414,52.46376323,287269.0039,33.74753584,0.277485586,18478699.22,12,505298.1,101.84,0.901658962,8.9,158.3452714,154.9147298,97.83350551,1.96,26867000,41.68450907,38929000,60.39886305,104.58,42803255076,31.02690723,169890,0.036204849,2781290000000,2198430000000,2198430000000,2438210000000,100,100,1.112912341,41765.24403,33012.77788,33012.77788,36613.37522,0.691921866,2198430000000,145.070121,168.8120761,116.3658477,8.4,78.01,1.138248785,1.138248785,12.08847938,7784418,547556.9922,85.6,79.2,82.32195122,104.09,11,506264000000,506243000000,0.696744237,7.042420796,78.88883017,5.769882626,4.133688707,2.288347761,1.134380326,2.662839961,20.41442559,570758000000,574615000000,0.252458219,3.969011685,82.00253841,6.893202568,4.132459679,1.136348697,1.240713208,1.73483356,17.74500338,2.06E-05,66681000,103.4564614,109.1508509,0,100.000003,98.65159917,121.6190587,0.417225967,66593366,3,5,6,15.85766663,13.49926232,13548420,20.345,-0.857490924,7,126340,1897.185975,549086.9922,669029.7,0.04149825,83,53044946,79.655,0.745428418,6.575
Gabon,89.92650604,40.09603582,96.64572906,161502012.1,933589728.4,25283467.74,20.02561416,51600,1.261303217,0.166864679,325000,32.927,33000,125.26,591.4495,7.449,207.7728192,215.1539739,103.5525122,4.064,11082,0.568982885,18758,0.963091587,118.14,41707702.33,89.26145845,230000,2.984390191,18526406863,5347050000000,8503460000000,14377324798,159.030764,159.030764,3.878899395,9512.009052,2745337.011,4365930.424,7381.746749,0.471570202,8503460000000,143.9994963,320.4068105,222.5055079,537,45.78453653,-8.927172453,-8.927172453,15.55585953,268384,257670,66.713,63.153,64.913,113.15,11,5590000000,4695711242,0.001684708,0.933223036,77.11514985,17.74225311,0.034354838,0.054383796,0.59168781,3.902636098,18.98052934,3045000000,2953028293,0.049502607,3.866632578,60.93155668,22.28621028,1.885511701,1.826317754,2.041380272,8.553549913,30.4653908,0.229206183,2821555,144.8670371,144.2871847,2.987623486,85.47480184,47.31676563,7.558838825,3.335098786,1947686,3,5,6,43.74412041,82.00784369,231424,11.882,-0.519768266,7,32,16.42975305,267670,33045,13.43766716,55,1716262,88.118,3.866454253,3.896
Georgia,99.99448395,99.99111579,99.99697876,282957826.2,8111947.577,74105973.5,34.79781404,24181.00098,5.291409011,0.098704099,367700.0122,14.078,12070,78.59,2.2693,13.062,213.3037616,682.5696594,319.9988853,2.05,662862,16.47196462,950167,23.61142622,75.55,1672106488,40.61591455,28223.99902,0.08608654,15586520379,27779855271,33935000000,14953950557,122.1568639,122.1568639,3,4183.990764,7457.126739,9109.392163,4014.185944,2.837921808,33935000000,155.7157741,1029.11573,660.8936927,99,47.56975964,5.855597244,5.855597244,4.220248352,168802,69490,77.402,68.517,72.973,71.09,12,2205000000,2203652008,0,2.954532738,31.02306551,5.899078236,57.49969897,1.443502054,0.683708042,0.372926668,11.47723552,7300000000,7724365323,0.0051971,3.281478768,39.83867951,8.476811137,47.61506656,1.401770534,0.738607156,0.263519204,12.54105683,0.753449788,5550730,137.9343335,136.9827577,0,97.91408496,90.49064298,65.17505861,0.157481405,3725276,3,6,6,78.03932429,28.66253881,1585179,42.552,-0.733936139,6,442,118.648927,69700,12740,0.989062433,79,2140097,57.448,0.822919001,4.297
Germany,100,100,100,21702723392,1012948533,0,47.9592063,167310,33.96501317,0.145054371,11849000,9,261744,101.01,0.901658962,11.3,159.4798632,240.9324192,151.0738813,1.5,30707429,37.54542249,45350000,55.44863133,109.04,62462264553,32.73242345,114190,0.028994207,3702150000000,3030070000000,3030070000000,3360550000000,100,100,1.739749823,45321.40295,37093.83904,37093.83904,41139.54457,0.862787538,3030070000000,133.0150754,211.9347134,159.3313485,8,87.58979935,1.736191813,1.736191813,14.8790513,12005690,348858.9844,83.1,78.3,80.64146341,112.54,10,1326210000000,1326210000000,0.298668852,3.486732846,80.65253319,7.431507153,6.01201288,2.196373486,0.999700524,1.216541768,19.04879796,1051130000000,1051130000000,0.016048619,0.938338221,79.1993463,9.770775642,6.773965558,1.264147243,1.229660752,0.969299473,20.78460508,0,96360000,117.8176431,119.8960815,0,100,99.22485351,234.1536686,0.865702644,81686611,3,4,6,29.23177012,14.2062527,18624547,22.8,0.82185231,9,351083,4297.925887,357408.9844,291653,0.071994017,87,63062064,77.2,0.878656939,6.75
Ghana,75.85002136,60.62963045,88.77072144,443504122.4,529727928.2,1646026175,68.99885734,157000,20.65570889,0.168766038,4700000,30.714,346175,152.1,3.668,7.663,268.2683036,617.6948067,230.2526234,4.041,73132,0.262599956,275570,0.9895076,151.03,3192320531,41.03454338,93370,6.75058121,45248542317,130004000000,180399000000,49181854798,138.7641355,138.7641355,2.178206744,1624.769623,4668.143457,6477.708911,1766.005701,-0.113926824,180399000000,155.9767724,452.4640954,290.0842788,160,25,13.58840204,13.58840204,1.457397152,399471,227540,63.747,61.806,62.772,134.18,12,10321000000,12894589848,0,14.34354421,39.14195881,15.9157633,0.95165607,0.339693992,26.73847817,16.60014207,44.25789912,13465000000,11530976793,5.245302882,5.255930203,51.81218419,24.04336544,3.001304635,3.544272522,4.334958061,6.626753073,36.31575985,4.167656569,35008387,125.7069529,171.99247,18.50223399,79.41981927,17.14613673,122.3925683,2.268814549,27849205,2,6,6,50.89200244,41.41279431,12786684,45.914,0.826551939,6,200,7.181533548,238540,390785,12.41530173,32,15062521,54.086,3.509700802,4.633
Greece,100,100,100,2009680800,30614958.22,57569909.31,48.09154383,61990,16.84251358,0.200630577,2171000,8.5,65426.6,86.21,0.901658962,11.2,142.630717,244.9153829,171.7129298,1.33,3439034,32.26186355,5260560,49.34975023,89.29,1268938506,31.45073701,40540,0.012290829,244719000000,177258000000,177258000000,196591000000,100,100,-0.437833938,22615.39458,16381.13598,16381.13598,18167.77372,0.220308447,177258000000,132.4531321,144.6579416,109.2144363,4.7,66.835,-0.34625853,-0.34625853,11.34237737,1242514,128900,83.7,78.5,81.03658537,93.36,12,28708000000,28707798185,0.810335145,13.66593241,62.74094062,1.74252735,22.30386654,1.076293807,0.351577461,1.460765724,36.44872424,48312000000,48311824828,0.116983714,12.05658396,59.42308984,7.12187131,21.46385668,0.744436386,0.848479441,0.748429784,40.45992644,0.054003243,12566649,117.8887779,107.6839141,0,100.0000022,98.97597163,83.94788984,-0.658861361,10820883,2,6,6,28.65578326,17.17004755,2375617,21.954,-2.213599773,6,4436,409.9480606,131960,172588.4,0.101123879,87,8445266,78.046,-0.217128484,4.857
Guatemala,90.56504059,84.59168849,96.54532623,571537863,54091756.65,329403706.8,35.98357596,38560,8.044046286,0.053038226,862000,25.627,20497,164.86,7.6548,4.829,118.734751,393.7289712,331.603821,3.029,459847,2.829404762,1718851,10.57596375,159.75,1175523400,33.03471445,35400,1.115275202,49878757369,240687000000,488128000000,63767597194,202.8065589,202.8065589,4.140044358,3069.003247,14809.26919,30034.16923,3923.573344,2.030732289,488128000000,69.10153075,341.1254968,493.6583793,26,28.80594156,3.230927516,3.230927516,0.467187672,76352,107160,76.262,70.172,73.25,125.27,13,10675000000,10672087833,0.00288787,2.378652631,54.2651512,2.576116392,1.802263025,38.70428736,0.315326378,1.686130173,7.02767357,17641000000,17628733582,0.138545936,0.433992604,57.743824,12.18780965,0.480243255,27.77689997,1.61781505,0.028508594,14.34073009,0.834174106,18121390,111.4995795,171.8265134,5.735698613,93.2481165,64.97704481,151.6650709,2.046250883,16252429,3,6,7,60.39066739,63.65099179,8130928,50.029,1.374898452,6,463,28.48804939,108890,42546,2.075025926,80,8121501,49.971,2.722928131,6.123
Guinea,31.61816406,5.625085211,79.59303284,76888913.03,0,356356769.1,59.01025558,145000,12.61598567,0.271166562,3100000,37.583,126000,131.11,7485.5167,9.337,166.7154434,267.4399399,160.4170163,4.933,1000,0.008747308,0,0,132.81,53272458.42,25.89939769,63640,10.28574187,8579446616,49126500000000,65829100000000,8794202444,133.9992099,133.9992099,3.825922386,750.470659,4297248.277,5758278.737,769.2560137,1.272879681,65829100000000,167.92039,358.129085,213.273138,177,8.2,2.972277636,2.972277636,1.811566559,228413,245720,59.993,59.003,59.598,134.86,13,1781000000,1826789036,13.81198562,8.894191327,43.18375901,2.499642821,2.875432136,0.011028422,14.12617144,22.82523821,20.17901716,2192000000,2143499041,0.711582917,12.02323962,53.23196382,17.60750207,3.041419509,1.930230441,11.05713445,8.210919232,37.84553403,7.445179795,10764000,94.15602819,99.28242987,15.83307547,62.30216551,21.06094929,46.52485756,2.48970209,11432088,3,6,7,78.75156502,76.26839132,7414738,64.859,2.020549273,7,9,0.787257761,245860,126250,17.73092167,60,4017350,35.141,3.361430457,3.656
Haiti,40.91052628,2.558990898,75.71125031,87784579.05,0,0,66.76342525,18400,38.82438316,0.100041681,1070000,25.581,16510,177.47,48.5571,8.893,134.419871,277.5332893,206.4674569,3.098,1348,0.012603382,5692,0.053218434,162,105680000,3.519593614,970,0.946225836,7798330009,15626000800,423644000000,8724656126,2711.147948,2779.295231,1.224329778,729.1196659,1460.982604,39609.39988,815.7282844,-0.162491567,423644000000,50.54918899,355.4943252,703.2641518,194,12.1977,6.876064605,6.878637782,0.3690482,39529,27560,64.632,60.35,62.485,104.23,12,882000000,1082129554,0.000332585,0.370630761,90.7851588,1.550506031,0.044387107,7.130709508,0.255210293,0.069813637,2.083799109,3683000000,2097079116,16.21429341,0.118119006,38.20213758,28.22432532,0.924721526,15.0905947,1.18110985,0.100098274,30.49297431,0,7300000,68.25273558,265.9189468,21.50371393,64.56748508,32.50172758,388.0820755,1.379519207,10695542,3,6,6,7.996146435,76.07221323,5088190,47.573,-0.665718066,7,41,3.83337282,27750,17730,0.946225836,78,5607352,52.427,3.272305557,4.518
Honduras,89.98171,79.01152843,98.897656,295650203.8,0,79727037.38,28.9123246,32350,9.116096166,0.111929047,1020000,22.433,10759,128.74,21.9452,4.424,95.20321892,246.0343453,258.4307003,2.581,197379,2.165925813,497072,5.454587752,118.79,1316679827,41.04030744,45920,1.392044005,18839040425,190096000000,460405000000,20979767785,242.1956439,242.1956439,3.840079971,2067.290034,20860.10669,50522.26971,2302.201379,2.047366391,460405000000,74.72847675,278.2734558,372.3794033,40,27.1,6.932770369,6.932770369,0.347613516,28070,111890,76.829,72.148,74.495,109.03,12,8226000000,3915390956,0.033873092,0.072918236,66.78748118,1.08861318,0.377352713,31.10402741,0.4861726,0.072306802,2.074618318,11097000000,9424203320,0.018357255,0.057225272,51.10297506,15.885336,0.895245796,29.89376272,2.06395476,0.117258686,18.98490496,0.506932042,8048388,88.31847018,127.3988486,7.408122478,93.7373063,79.21901154,81.44531236,1.741494121,9112916,3,6,6,42.2755159,51.53741358,4085776,44.835,0.299951875,6,185,20.3008565,112490,65859,1.898976048,80,5027140,55.165,2.928602031,4.788
Hungary,100,100,100,1268663069,199974088.2,2340.888043,58.14647078,52640,47.76317243,0.439295713,4324000,9.4,5926,92.07,279.3325,13.4,134.4742637,349.4697985,259.8785736,1.45,2718794,27.80543475,3094228,31.64504364,91.89,-5517128093,22.85430244,20690,0.102743199,145140000000,34785200000000,34785200000000,124530000000,100,100,3.845557706,14745.48996,3533994.214,3533994.214,12651.56834,4.092853546,34785200000000,111.0346061,285.8855115,257.474243,10,72.8347,2.455625793,2.455625793,4.562465252,449632,90530,79,72.3,75.56829268,90.45,11,98524000000,98524257715,0.004351338,1.316793214,81.61500449,1.709380264,14.21296539,0.944295173,0.27470338,0.394355858,18.38064417,91974000000,91973559444,0.011664419,0.583675433,79.98616362,7.667118533,10.76795653,0.517296609,0.452804338,0.039199621,20.00217196,3.50E-05,9900582,101.2544484,121.1102272,0,99.97052678,97.99545475,108.7266983,-0.237855002,9843028,4,4,7,10.58269066,15.55936205,2903693,29.5,-1.159048296,8,9120,926.5441488,93030,23263,0.289727405,87,6939335,70.5,0.150141441,4.8
